"Player" "Pos" "X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17"
"Auden Tate" "WR" NA NA NA NA NA NA NA NA NA NA -0.06 0.28 0.37 0.08 0.08 0.08 0.08
"Austin Carr" "WR" 4.3 4.06 2.13 2.18 1.24 NA 3.75 1.56 1.36 1.24 1.18 4.34 1.31 2.65 2.64 1.8 2.64
"Austin Ekeler" "RB" 5.93 5.43 5.26 6.53 7.42 6.56 12.89 NA 8.42 6.62 6.94 5.09 12.66 16.37 7.55 5.55 6.49
"Austin Hooper" "TE" 3.37 4.61 3.39 3.94 4.21 6.12 8.2 NA 6.82 4.49 6.09 6.95 4.44 6.47 5.09 7.24 6.58
"Baker Mayfield" "QB" 2.19 1.78 0.88 18.36 13.22 17.36 17.72 16.12 18.32 18.02 NA 17.2 17.81 19.63 16.12 19.39 17.24
"Ben Braunecker" "TE" 0.59 0.59 0.42 0.61 NA 0.48 0.32 0.3 0.17 0.15 0.44 0.49 0.35 0.4 0.37 0.41 0.34
"Ben Koyack" "TE" NA NA NA NA NA NA NA NA NA NA NA 1.42 2.21 1.92 1.65 1.85 1.56
"Ben Roethlisberger" "QB" 16.58 18.92 21.35 19.29 22.82 20.06 NA 19.65 17.14 20.97 20.69 20.6 19.55 20.82 21.65 21.75 20.81
"Benjamin Watson" "TE" 4.43 5.18 4.84 5.88 5.16 NA 4.51 5.02 5.08 5.54 5.27 5.24 2.75 2.87 2.85 2.87 2.99
"Bennie Fowler" "WR" NA 0 NA NA NA NA 1.99 0.84 NA 0.43 0.46 0.49 0.74 0.52 0.6 0.58 0.77
"Benny Cunningham" "RB" 1.06 1.03 1.2 0.52 NA 0.48 0.61 0.46 0.3 0.32 0.3 0.31 0.13 0.26 0.24 0.3 0.26
"Blaine Gabbert" "QB" 0.4 15.24 9.72 0 0.34 0.69 0.48 NA 0.51 0.53 0.39 0.61 0.77 0.71 0.72 0.69 0.79
"Blake Bell" "TE" NA NA NA NA NA NA 1.05 2.21 NA 2.65 1.69 1.63 1.68 1.45 1.53 1.6 1.17
"Blake Bortles" "QB" 14.58 16.97 17.51 16.2 19.98 18.66 17.1 14.78 NA 15.87 15.61 11.87 1.09 1.06 1.06 1.06 1
"Blake Jarwin" "TE" 4.51 3.15 1.56 1.74 1.59 1.25 1.24 NA 1.79 1.93 1.22 1.62 0.76 0.46 0.5 0.62 0.47
"Brandin Cooks" "WR" 8.64 9.77 9.96 10.84 12.13 10.51 12.47 12.4 12.71 12.59 11.84 NA 12.42 10.59 12.56 12.31 12.5
"Brandon Bolden" "RB" 0.54 0.52 0.52 0.43 0.58 0.37 0.61 0.52 0.44 0.57 NA 0.62 0.4 0.61 0.4 0.58 0.38
"Brandon Marshall" "WR" 4.59 6.41 5.46 4.19 3.08 3.69 NA 2.38 0 NA 0 0 0.39 0.41 0.42 0.45 0.44
"Brandon Powell" "WR" NA NA NA NA NA NA NA NA 2.19 0.57 0 0 0.17 0.24 0.25 0.2 0.17
"Brandon Weeden" "QB" 0.77 0.73 0.94 0.82 0.88 0.8 0.73 0.77 0.68 NA 0.69 0.72 0.61 0.67 0.67 0.68 0.79
"Brandon Zylstra" "WR" NA NA NA NA NA 0.52 0.59 0.81 0.62 NA 1.21 0.61 0.6 0.59 0.62 0.62 0.59
"Breshad Perriman" "WR" NA NA 0 NA NA 0 1.07 0.55 0.41 3.97 NA 2.01 1.02 2.14 1.46 1.98 1.24
"Brett Hundley" "QB" 0.64 0.62 1.01 0.88 1.04 1.1 NA 0.91 0.61 0.64 0.69 0.65 0.67 0.57 0.63 0.65 0.69
"Brian Hill" "RB" NA 0.51 1.51 0.94 0 0 0 NA 0 0.43 0.43 0.62 0.47 0.59 0.55 0.69 0.68
"Brian Hoyer" "QB" 0.78 0.58 0.73 0.99 0.99 0.98 0.67 0.69 0.65 0.62 NA 0.36 0.33 0.36 0.34 0.35 0.43
"Brian Parker" "TE" NA NA NA NA 0.45 0.4 0.37 0.33 0.14 NA 0.13 0.09 0.11 0.11 0.08 0.11 0.11
"Brian Quick" "WR" NA 0.81 0.77 NA 0.67 1.73 3.41 0 0 0.35 0.35 0.41 0.33 0.16 0.16 0.16 0.16
"Brice Butler" "WR" NA NA NA 0.81 0.87 0 1.91 NA NA NA NA -0.06 -0.03 -0.03 -0.03 -0.03 -0.03
"Brock Osweiler" "QB" 0 0 0 0 0 11.9 14.25 14.66 14.29 14.08 NA 0.82 0.71 0.76 0.7 0.78 0.67
"Bruce Ellington" "WR" 3.18 2.71 3.1 0 0 0 0 0 0 NA 3.17 5.78 4.51 4.66 4.98 5.45 5.16
"Buddy Howell" "RB" NA NA NA 1.39 1.62 0.41 0.34 0.72 0.53 NA 0.76 1.08 0.81 0.69 0.57 0.63 0.53
"Byron Marshall" "WR" 0 0 0 NA 0 0 NA NA NA NA 0.52 -0.03 0 0 -0.01 -0.01 0
"C.J. Beathard" "QB" 0.67 0.9 0.86 14.05 12.92 14.14 15.46 11.84 0.81 0.92 NA 0.84 0.68 0.67 0.72 0.42 0.74
"C.J. Ham" "RB" 0.53 0.6 0.55 0.48 0.45 0.41 0.61 0.62 0.4 NA 0.2 0.17 0.28 0.27 0.32 0.3 0.22
"C.J. Prosise" "RB" 1.61 2.16 0 0 0 0 NA 0.34 0 0.2 0 0 0.42 0.36 0.41 0.37 0.32
"C.J. Uzomah" "TE" 0.5 0.33 0.36 0.56 3.49 4.03 5.74 5.35 NA 5.3 5.44 3.65 3.7 3.41 4.67 3.92 3.57
"Calvin Ridley" "WR" 4.15 4.23 3.09 6.83 7.75 8.17 6.86 NA 7.99 7.59 8.52 7.8 6.92 7.16 7.33 8.26 8.4
"Cam Newton" "QB" 19.87 18.22 20.18 NA 23.25 20.43 18.19 19.66 25.72 21.17 23.76 22.22 25.79 17.65 24.19 26.84 22.52
"Cameron Artis-Payne" "RB" 0 2 1.25 NA 0 0 0 0 0 0 1.53 0.71 0.21 0.16 0.19 0.17 0.18
"Cameron Batson" "WR" NA NA NA NA NA NA 0.6 NA 0.26 0.4 3.58 2.93 2.99 1.69 1.55 1.79 1.55
"Cameron Brate" "TE" 4.81 2.42 2.43 3.89 NA 4.41 3.62 3.64 2.12 3.27 2.44 5.32 5.86 6.26 5.63 5.63 4.56
"Carlos Hyde" "RB" 8.59 10.03 11.24 11.7 10.39 12.06 0 8.16 NA 2.46 1.35 1.59 9.08 5.74 5.1 5.28 3.66
"Carson Wentz" "QB" 0 0 19.52 19.86 19.39 17.73 18 15.23 NA 19.58 19.64 19.3 17.14 16.71 16.19 17.06 16.13
"Case Keenum" "QB" 12.53 17.08 12.85 17.84 15.61 16.86 16.94 19.49 18.34 NA 16.75 16.19 17.98 19.7 14.2 20.28 19.07
"Chad Beebe" "WR" NA NA NA NA NA NA NA NA NA NA 1.76 0 0.81 0.74 0.91 0.9 0.92
"Chad Henne" "QB" 0.46 0.54 0.58 0.35 0.47 0.42 0.49 0.72 0.55 0.65 0.63 NA 0.58 0.56 0.7 0.68 0.61
"Charles Clay" "TE" 4.25 4.32 4.02 4.18 4.51 4.77 4.37 4.35 2.96 0 NA 0 1.28 2.61 2.89 2.38 2.68
"Charone Peake" "WR" 0.6 0.67 0.73 0 0 0 1.39 0.84 2.35 0.92 NA 1.01 0.52 0.32 0.36 0.53 0.42
"Chase Daniel" "QB" 0.75 0.76 0.79 0.91 NA 0.77 0.81 0.68 0.6 0.67 0.58 14.79 7.37 0.48 0.44 0.44 0.37
"Chase Edmonds" "RB" 4.47 3.93 4.04 3.81 4.03 1.22 1.13 1.28 NA 0.61 0.7 1.03 2.13 2.06 2.61 2.37 2.39
"Chester Rogers" "WR" 3.47 2.78 2.6 2.78 6.73 7.4 7.35 7.08 NA 4 3.01 2.71 2.94 2.84 3.07 3.09 2.7
"Chris Carson" "RB" 7.79 7.98 6 0 7.35 11.48 NA 10.02 11.73 0 10.42 11.13 11.51 9.08 10.95 13.45 12.11
"Chris Conley" "WR" 2.15 2.51 3.21 3.54 4.03 2.15 2.3 2.03 2.58 3.5 2.56 NA 2.67 1.84 2.4 2.2 2.78
"Chris Godwin" "WR" 4.36 5.11 4.49 5.58 NA 6.1 6.08 6.59 5.94 5.51 6.55 6.15 6.65 6.56 7.09 4.98 8.65
"Chris Herndon" "TE" NA NA 2.91 0.95 0.93 1.12 2.78 3.07 4.21 2.29 NA 4.01 5.9 4.75 4.78 5.82 4.76
"Chris Hogan" "WR" 10.52 9.55 8.48 5.93 4.64 4.85 5 4.2 6.04 3.71 NA 2.97 3.5 3.31 2.84 3.62 3.49
"Chris Ivory" "RB" 4.03 4.69 6.79 5.6 5.61 4.79 4.77 5.29 4.05 0 NA 4.05 4.16 4.09 4.19 3.73 4.5
"Chris Manhertz" "TE" 0.37 0.39 2.96 NA 1.25 0.52 0.15 0.14 0.16 0.15 0.19 0.08 0 0 0 0 0
"Chris Moore" "WR" 0.29 0.39 0.49 0.45 0.66 0.5 0.43 0.49 0.32 NA 0.42 0.36 0.41 0.42 0.46 0.37 0.41
"Chris Thompson" "RB" 6.44 9.95 8.98 NA 8.8 0 0 6.68 0 0 0 0 3.27 6.39 5.84 6.77 7.14
"Christian Kirk" "WR" 3.94 4.56 4.59 3.99 5.75 5.28 7.17 6.22 NA 6.63 6.2 6.45 6.53 6.71 6.83 5.93 5.59
"Christian McCaffrey" "RB" 14.11 12.35 13.11 NA 15.54 14.75 13.01 13.5 15.65 14.3 18.55 17.66 18.9 14.2 18.54 21.6 17.15
"Cody Core" "WR" 0 0 0.39 0.58 1.51 1.35 0.07 0.75 NA 1.39 2.41 2.37 0.63 0.19 0.2 0.21 0.21
"Cody Kessler" "QB" 0.46 0.59 0.55 0.54 0.88 0.79 0.8 0.38 NA 0.22 0.24 0.25 15.18 13.16 12.45 13.22 11.87
"Cole Beasley" "WR" 2.6 4.49 4.38 4.44 4.5 4.5 5.8 NA 5.84 4.29 5.19 4.24 5.04 4.02 5.07 4.94 4.78
"Colt McCoy" "QB" 0.68 0.78 0.83 NA 0.82 0.82 0.81 0.72 0.68 0.66 0.7 13.81 13.94 15.25 14.03 14.21 13.86
"Cooper Rush" "QB" 0.68 0.73 0.65 0.82 0.79 0.79 0.66 NA 0.71 0.7 0.69 0.72 0.81 0.75 0.68 0.7 0.7
"Cordarrelle Patterson" "WR" 1.95 1.36 0.91 0.31 1.97 2.85 3.34 3.34 5.08 4.87 NA 1.85 1.75 1.97 1.6 1.78 1.87
"Corey Clement" "RB" 4.8 5.73 10.4 0 2.04 9.33 9.29 6.67 NA 4.71 4.14 4.2 4.18 4.07 4.25 4.11 3.88
"Corey Coleman" "WR" NA 0 NA NA NA NA NA 1.87 NA 2.82 1.9 2.48 1.32 1.73 2.05 1.83 1.49
"Corey Davis" "WR" 7.61 8.25 8.03 8.35 9.16 8.49 6.97 NA 6.25 7.64 10.42 8.49 8.48 8.83 8.1 9.11 8.5
"Courtland Sutton" "WR" 3.08 4.48 2.41 4.06 4.99 4.7 4.69 3.73 7.26 NA 5.84 5.66 5.82 6.95 3.9 6.91 4.88
"Curtis Samuel" "WR" 0 0 0 NA 1.68 2.52 0.94 2.99 5.35 5.14 4.28 5.56 4.82 3.39 3.74 3.15 3.61
"D'Onta Foreman" "RB" 0 0 0 0 0 0 0 0 0 NA 0 1.45 0.54 1.52 1.25 1.38 1.18
"D.J. Chark" "WR" 1.58 1.44 0.62 0.56 0.61 1.52 1.28 0.84 NA 1.42 1.28 0 1.17 1.29 1.23 1.11 1.48
"DaeSean Hamilton" "WR" NA NA NA 0.55 0.57 0.65 0.57 0 0 NA 0.35 0.14 0.16 0.29 0.46 0.29 0.41
"Dak Prescott" "QB" 15.04 15.59 13.81 17.43 17.57 14.58 17.95 NA 18.59 15.86 18.53 17.81 18.63 17.93 17.37 19.8 16.83
"Dallas Goedert" "TE" 2.47 3.02 3.15 3.45 2.64 2.93 2.77 1.8 NA 2.41 2.59 2.54 2.42 2.47 2.12 2.64 2.32
"Dalton Schultz" "TE" NA NA NA NA NA NA NA NA 0.47 0.5 0.37 0.78 0.44 0.26 0.25 0.27 0.32
"Dalvin Cook" "RB" 13.38 12.7 0 8.07 0 0 0 0 4.12 NA 10.25 11.52 10.93 9.69 14 12.54 8.32
"Damien Williams" "RB" 0.33 0.4 0.35 0.32 0.27 0.28 0.37 0.34 0.28 0.27 0.27 NA 0.3 0.27 0.25 0.21 0.31
"Damiere Byrd" "WR" 0.61 0 0 NA 1.2 0 0.67 0.84 0.39 0.51 0.46 0.46 0 0 0 0 0
"Damion Ratley" "WR" NA NA NA NA NA NA 4.01 2.9 2.35 0.89 NA 0.33 0.41 0.38 0.46 0.38 0.44
"Dan Arnold" "TE" NA NA NA NA NA NA NA 0.4 0.6 0.46 0.49 0.59 1.7 2.93 2.79 1.66 2.92
"Daniel Brown" "TE" 0 0.58 0.49 0.63 NA 0.49 0.61 0.51 0.51 0.57 0.53 0.5 0.45 0.58 0.49 0.49 0.45
"Danny Amendola" "WR" 5.16 4.27 4.64 5.39 4.95 4.26 5.12 6 5.16 4.41 NA 5.57 4.24 3.52 3.94 3.76 4.34
"Dante Pettis" "WR" NA 5.99 4.74 2.39 0 0 0 3.39 3.07 4.06 NA 4.77 2.97 3.11 2.97 1.74 3.19
"Dare Ogunbowale" "RB" NA NA NA NA NA NA NA NA NA NA NA 1.18 1.2 0.63 0.35 0.35 0.77
"Darius Jennings" "WR" 0.65 0.7 0.45 0.48 0.5 0.45 0.41 NA 0.19 0.48 0.83 0.85 0.83 0.44 0.34 0.44 0.38
"Darrell Daniels" "TE" 0.27 0.21 2.87 0 NA 2.42 NA 0.82 0.61 0.5 0.46 0.46 0.37 0.25 0.35 0.37 0.35
"Darren Fells" "TE" 1.48 1.33 2.14 2.99 2.29 3.17 2.55 2.01 2.69 2.78 NA 2.38 2.34 2.99 2.09 2.85 2.2
"Darren Sproles" "RB" 3.72 0 0 0 0 0 0 0 NA 0 0 0 1.77 3.05 3.25 3.22 3.3
"Darrius Heyward-Bey" "WR" 1.62 1.51 0.77 2.12 0 0 NA 0.36 0.59 0.76 0.22 0.18 0.15 0.15 0.16 0.16 0.15
"Davante Adams" "WR" 9.99 9.71 11.35 11.85 13.1 12.33 NA 12.43 10.76 13.99 11.46 12.6 11.58 14.62 10.81 12.45 14.31
"David Fales" "QB" 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0
"David Fluellen" "RB" 0.97 0.91 0 0 1.01 1.39 1.55 NA 0.19 0.27 0 0 0.22 0.22 0.2 0.22 0.22
"David Johnson" "RB" 18.44 14.9 11.35 10.72 14.08 10.57 10.87 12.74 NA 12.77 14.75 13.97 12.23 13.94 13.12 14.84 13.51
"David Moore" "WR" NA 0.63 1.67 1.31 0.48 3.76 NA 3.3 2.65 4.04 3.19 3.04 5.73 4.27 5.44 4.74 5.07
"David Morgan" "TE" 1.36 1.27 0 1.77 1.74 1.53 1.55 1.47 1.24 NA 0 0 1.26 1.4 0.95 1.08 1.25
"David Njoku" "TE" 4.12 5.14 4.43 5.89 5.83 6.44 7.19 7.31 7.54 7.31 NA 5.74 6.71 6.7 6.14 6.62 6.44
"David Williams" "RB" NA NA NA NA NA NA NA 0.57 NA 0 0 0 0.26 0.09 0.1 0.09 0.08
"De'Lance Turner" "RB" NA NA NA NA 0.94 1.37 1.4 1.19 0.87 NA 0.6 0.44 0.64 0.43 0.44 0.34 0.48
"DeAndre Carter" "WR" NA 0.81 0 0.76 0.78 0.66 0.43 0.32 NA 0 0.43 0.18 0.7 0.4 0.39 0.39 0.37
"DeAndre Hopkins" "WR" 14.98 12.4 13.01 14.53 15.31 14.46 11.41 15.01 12.6 NA 12.56 13.3 12.86 14.29 12.75 12.46 13.76
"DeAndre Washington" "RB" 0 0 0 0 0 0 NA 1.06 0.1 0.48 0.38 2.58 0.96 1.2 1.01 1.16 0.91
"Dede Westbrook" "WR" 4.79 4.34 4.82 4.5 6.16 6.09 6.42 5.6 NA 6.45 4.77 4.22 6.67 6.02 4.64 5.91 5.14
"Demarcus Robinson" "WR" 0.47 0.39 0.38 0.39 1.03 0.29 0.29 0.54 0.75 1.7 0.39 NA 0.37 0.4 0.36 0.41 0.38
"Demaryius Thomas" "WR" 8.73 9.74 8.51 8.78 7.92 8.7 7.66 9.38 8.28 NA 5.62 5.61 5.33 6.16 5.32 5.1 5.54
"Demetrius Harris" "TE" 0 1.86 2.97 1.95 2.81 1.97 2.23 3.79 3.25 3.29 3.01 NA 2.71 2.59 2.72 2.52 2.89
"Deontay Burnett" "WR" NA NA NA NA NA NA NA 0.98 0.55 0 NA 0 0.36 0.48 0.46 0.37 0.3
"Deonte Thompson" "WR" 1.87 2.28 3.68 3.49 3.36 2.71 1.07 NA 0.99 0 NA 0.43 0.27 0.3 0.3 0.34 0.27
"Derek Anderson" "QB" NA NA NA NA NA 0 14.11 8.79 0 0 NA 0 0.12 0.28 0.25 0.27 0.25
"Derek Carr" "QB" 14.26 11.98 13.33 15.92 14.83 15.77 NA 15.57 16.38 17.31 13.44 11.99 15.78 14.26 14.54 13.95 14.88
"Derek Carrier" "TE" 1.01 1.18 1.37 1.6 1.24 1.09 NA 0.81 0.95 0.94 0.39 0.46 0.49 0.49 0.45 0.49 0.47
"Derek Watt" "RB" 0.75 0.72 0.74 0.91 1.04 0.56 1.94 NA 0.35 0.42 0.23 0.23 0.16 0.23 0.21 0.17 0.17
"Derrick Coleman" "RB" NA 0.28 0.18 0.24 0.2 0.2 0.23 0.21 NA 0.24 0.22 0.24 0.16 0.17 0.18 0.16 0.17
"Derrick Henry" "RB" 9.4 9.16 8.99 8.74 10.03 7.21 7.6 NA 5.89 5.65 6.23 5.2 6.24 6.26 5.84 6.61 6.28
"DeSean Jackson" "WR" 5.87 6.54 6.97 6.04 NA 7.25 6.61 6.64 7.53 6.05 7.6 7.72 3.75 7.61 8 6.88 7.13
"Deshaun Watson" "QB" 19.16 18.95 19.66 22.18 23.21 20.62 18.15 21.47 19.24 NA 18.54 19.86 18.83 21.33 19.19 18.56 18.65
"DeShone Kizer" "QB" 0.98 1.39 0.77 0.96 0.72 0.6 NA 0.15 0.17 0.2 0.15 0.15 0.19 0.2 0.15 0.18 0.2
"Detrez Newsome" "RB" NA NA 0.49 NA NA NA 1.17 NA 0 0.12 0 0.07 0.8 0.65 0.61 0.52 0.57
"DeVante Parker" "WR" 0 0 5.34 0 0 3.97 0 4.72 5.15 6.31 NA 3.95 4.64 4.47 4.05 4.69 4.75
"Devin Funchess" "WR" 7.9 7.73 8.26 NA 9.53 7.95 7.44 8.4 9.23 8.73 8.34 0 3.66 6.15 7.23 7.4 6.97
"Devontae Booker" "RB" 5.35 5.6 1.92 2.25 1.58 3.08 2.88 4.87 5.59 NA 1.89 1.4 1.51 1.47 1.37 1.66 1.67
"Dion Lewis" "RB" 6.85 8.04 8.89 8.45 8.28 8.42 7.42 NA 6.12 9.72 10.05 8.02 9 7.67 8.86 7.03 9.82
"Dion Sims" "TE" 2.15 2.48 1.06 2.06 NA 1.29 1.05 1.03 0.27 0 0 0.37 0.35 0.32 0.33 0.36 0.21
"DJ Moore" "WR" 5.19 4.31 3.41 NA 3.25 5.88 4.94 4.24 7.5 6.39 5.25 8.52 6.68 6.78 6.98 7.19 6.85
"Donte Moncrief" "WR" 4.45 4.17 6.04 5.71 5.69 6.78 5.55 5.52 NA 6.11 5.86 5.25 5.78 5.85 5.32 5.93 4.74
"Dontrell Hilliard" "RB" NA NA NA NA NA NA 0.58 0.58 0.33 0.23 NA 0.22 0.24 0.25 0.19 0.24 0.23
"Dontrelle Inman" "WR" NA NA NA NA NA NA 0.94 1.46 NA 2.05 2.94 3.89 3.8 4.34 4.5 4.69 4.55
"Doug Baldwin" "WR" 9.27 0 0 7.83 9.06 9.08 NA 7.45 7.96 8.07 7.32 8.24 7.81 8.03 7.48 6.11 8.53
"Doug Martin" "RB" 4.94 3.81 5.43 4.49 4.94 3.26 NA 6.55 7.26 8.17 7.77 7.18 10.1 8.36 10.66 7.98 10.52
"Drew Brees" "QB" 24.06 23.92 19.97 22.68 21.26 NA 19.45 22.63 23.12 22.13 21.6 25.66 23.25 25.29 24.83 23.83 26.55
"Drew Stanton" "QB" 0 0 0 0.96 0 0 0 0 0 0 NA 0 0 0 0 0 0
"Duke Johnson Jr." "RB" 7.5 6.42 4.67 6.12 4.55 4.83 8.44 5.21 6.04 6.84 NA 6.44 4.96 6.05 4.78 6.38 4.13
"Durham Smythe" "TE" NA NA NA NA 0.49 0.48 0.48 0.3 0.18 0 NA 0.15 0.28 0.27 0.26 0.27 0.26
"Dwayne Allen" "TE" 1.99 0.72 1.19 1.49 1.17 0.79 0.83 0.52 1.36 1.81 NA 0 0.33 0.71 0.84 0.87 0.98
"Dwayne Harris" "WR" 0.62 0 0.65 0.4 0.38 0.44 NA 0.38 0.14 0.32 0.13 0.15 0.12 0.08 0.06 0.07 0.07
"Dwayne Washington" "RB" NA NA NA 1.2 0.36 NA 0.23 0.18 0.09 0.09 0.5 0.28 0.19 0.17 0.18 0.22 0.2
"Ed Dickson" "TE" 0 0 0 0 0 0 NA 1.7 3.03 2.91 2.64 2.9 2.95 2.37 2.78 2.42 2.3
"Eli Manning" "QB" 10.9 15.42 15.64 18.07 13.7 14.69 18.5 16.16 NA 16.04 17.77 15.77 16.63 15.39 19.27 18.88 18.27
"Eli Rogers" "WR" 0 0 0 0 0 0.5 NA 0.52 0.59 0.76 0.63 0.72 0.77 0.86 0.73 0.71 0.83
"Elijah McGuire" "RB" 0 0 0 0 0 0 0 1.99 4.65 6.1 NA 5.86 6.6 5.63 5.79 7.3 6.48
"Elijhaa Penny" "RB" NA NA 0.55 0.7 0.66 0.42 0.62 0.29 NA 0.3 2.06 0.32 0.32 0.3 0.32 0.29 0.33
"Emmanuel Sanders" "WR" 8.17 8.89 8.67 9.93 8.33 8.59 8.29 9.98 11.21 NA 8.71 8.51 8.59 9.67 7.52 9.37 7.83
